REVIEWER_URL,REVIEWER_NAME,RAW_HOME_LOCATION,CLEANED_HOME_LOCATION,NUMBER_OF_CONTRIBUTIONS,HELPFUL_VOTES,REVIEWER_UPDATED_TIME
https://www.tripadvisor.com.sg/Profile/FionaH252,FiH,"Gloucester, United Kingdom",,239,84,2020-01-17 15:56:23.176685
https://www.tripadvisor.com.sg/Profile/1Joybelle,1Joybelle,"Melbourne, Australia",,238,38,2020-01-17 15:56:23.528541
https://www.tripadvisor.com.sg/Profile/DPMMumbai,Durga M,"Dubai, United Arab Emirates",,968,137,2020-01-17 15:56:23.975517
https://www.tripadvisor.com.sg/Profile/Orbravamia,Orbravamia,,,39,5,2020-01-17 15:56:24.372021
https://www.tripadvisor.com.sg/Profile/claremL9545IT,Clare Harford,,,7,,2020-01-17 15:56:24.683713
https://www.tripadvisor.com.sg/Profile/I5900VNanthonyw,Anthony W,"Hong Kong, China",,28,1,2020-01-17 15:56:27.784188
https://www.tripadvisor.com.sg/Profile/charlotteb958,Charlotte B,"Oxfordshire, United Kingdom",,218,44,2020-01-17 15:56:28.116786
https://www.tripadvisor.com.sg/Profile/schmidtmg,schmidtmg,Switzerland,,869,363,2020-01-17 15:56:28.427621
https://www.tripadvisor.com.sg/Profile/Regina302,Regina302,"Bandung, Indonesia1,",,429,82,2020-01-17 15:56:28.751411
https://www.tripadvisor.com.sg/Profile/diinslc,diinslc,"North Salt Lake, Utah",,538,273,2020-01-17 15:56:29.083519
https://www.tripadvisor.com.sg/Profile/AirFuss,AirFuss,"Singapore, Singapore",,673,13,2020-01-17 15:56:32.044216
https://www.tripadvisor.com.sg/Profile/IanK2174,Ian K,,,7,1,2020-01-17 15:56:32.346754
https://www.tripadvisor.com.sg/Profile/danae_mily,danae_mily,"Athens, Greece1,",,402,911,2020-01-17 15:56:32.691507
https://www.tripadvisor.com.sg/Profile/minnesotans4,minnesotans4,"Saint Paul, Minnesota2,",,459,874,2020-01-17 15:56:33.021659
https://www.tripadvisor.com.sg/Profile/Kevin_Mumbai,Kevin_Mumbai,"Navi Mumbai, India",,215,44,2020-01-17 15:56:33.330941
https://www.tripadvisor.com.sg/Profile/richardhayes2,richardhayes2,"Bodmin, United Kingdom",,16,8,2020-01-17 15:56:36.220441
https://www.tripadvisor.com.sg/Profile/sdsimmons1,sdsimmons1,"Sarasota, Florida",,68,11,2020-01-17 15:56:36.641989
https://www.tripadvisor.com.sg/Profile/JoeGoGoGo,JoeGoGoGo,"Rufford, United Kingdom",,65,18,2020-01-17 15:56:36.923286
https://www.tripadvisor.com.sg/Profile/paulchickensoup,Mr Chan,"Macau, China",,13,,2020-01-17 15:56:37.212294
https://www.tripadvisor.com.sg/Profile/MinnFamily070,MinnFamily070,"Darwin, Minnesota",,87,31,2020-01-17 15:56:37.541243
https://www.tripadvisor.com.sg/Profile/Twisterella11,Twisterella11,"Tamworth, Australia",,82,23,2020-01-17 15:56:40.437416
https://www.tripadvisor.com.sg/Profile/colsktm,CP_NZ,"Palmerston North, New Zealand",,9,4,2020-01-17 15:56:40.733379
https://www.tripadvisor.com.sg/Profile/barbarascookies,barbarascookies,"Smithfield, Rhode Island",,164,69,2020-01-17 15:56:41.074221
https://www.tripadvisor.com.sg/Profile/tonit420,toni t,"Llandudno, United Kingdom",,506,243,2020-01-17 15:56:41.375415
https://www.tripadvisor.com.sg/Profile/Lafnear-the-Traveler,John L,"Maple Glen, Pennsylvania",,18,11,2020-01-17 15:56:41.674475
https://www.tripadvisor.com.sg/Profile/958vinayd,Vinay D,"Cardiff, United Kingdom",,34,14,2020-01-17 15:56:51.105999
https://www.tripadvisor.com.sg/Profile/andy19283,Andy,"Birmingham, United Kingdom",,3,,2020-01-17 15:56:51.431263
https://www.tripadvisor.com.sg/Profile/Serial_Traveller,Serial_Traveller,London,,185,434,2020-01-17 15:56:51.783913
https://www.tripadvisor.com.sg/Profile/colsktm,CP_NZ,"Palmerston North, New Zealand",,9,4,2020-01-17 15:56:52.103334
https://www.tripadvisor.com.sg/Profile/shaniPiccolotti,shaniP,"San Francisco, California",,18,7,2020-01-17 15:56:52.409203
https://www.tripadvisor.com.sg/Profile/Mverpoorter11,Mirjam,"Shanghai, China",,10,6,2020-01-17 15:56:55.520136
https://www.tripadvisor.com.sg/Profile/MA66Hunter,MA66Hunter,Hunter,,46,17,2020-01-17 15:56:55.909209
https://www.tripadvisor.com.sg/Profile/xAZAMBx,xAZAMBx,"Kuala Lumpur, Malaysia",,70,36,2020-01-17 15:56:56.766121
https://www.tripadvisor.com.sg/Profile/angelasH6448OM,Angela S,"Bristol, United Kingdom",,295,126,2020-01-17 15:56:57.746266
https://www.tripadvisor.com.sg/Profile/paulinea273,paulineandrews,"Birmingham, United Kingdom",,94,88,2020-01-17 15:56:58.106369
https://www.tripadvisor.com.sg/Profile/LivingLifeFullest,Anne Marie @ TYC,"Las Pinas, Philippines",,12,3,2020-01-17 15:57:00.927169
https://www.tripadvisor.com.sg/Profile/FarAway484429,FarAway484429,,,7,1,2020-01-17 15:57:01.185205
https://www.tripadvisor.com.sg/Profile/jarkkor2014,JRepo,"Jarvenpaa, Finland",,53,20,2020-01-17 15:57:01.504409
https://www.tripadvisor.com.sg/Profile/Strayanadvisor,Strayanadvisor,"Sydney, Australia",,145,47,2020-01-17 15:57:01.800883
https://www.tripadvisor.com.sg/Profile/coxd2205,coxd2205,"Nottinghamshire, United Kingdom",,2,1,2020-01-17 15:57:02.359567
https://www.tripadvisor.com.sg/Profile/680miks,mik s,"Perth, Australia",,73,16,2020-01-17 15:57:05.495714
https://www.tripadvisor.com.sg/Profile/5517CB,CMaryM,"Exeter, United Kingdom",,26,9,2020-01-17 15:57:05.774659
https://www.tripadvisor.com.sg/Profile/neha341,neha341,"Pune, Maharashtra, India",,125,31,2020-01-17 15:57:06.091550
https://www.tripadvisor.com.sg/Profile/Voyager811386,JS&BS,"Manchester, United Kingdom",,81,16,2020-01-17 15:57:06.398575
https://www.tripadvisor.com.sg/Profile/PhilLancashire,Phil R,"Chorley, United Kingdom",,92,23,2020-01-17 15:57:06.713687
https://www.tripadvisor.com.sg/Profile/G8nzgirl,Gr8nzgirl,"Auckland Central, New Zealand",,16,5,2020-01-17 15:57:09.469328
https://www.tripadvisor.com.sg/Profile/G6423AWpatrickp,GERinAsia,"Yangon (Rangoon), Myanmar",,34,4,2020-01-17 15:57:09.749115
https://www.tripadvisor.com.sg/Profile/Rg2012_12,Rg2012_12,"Singapore, Singapore",,29,6,2020-01-17 15:57:10.020975
https://www.tripadvisor.com.sg/Profile/deborahk28,Deborah K,"Maleny, Australia",,48,23,2020-01-17 15:57:10.297625
https://www.tripadvisor.com.sg/Profile/mark433,mark433,"Reading, United Kingdom",,25,4,2020-01-17 15:57:10.573465
