REVIEWER_URL,REVIEWER_NAME,RAW_HOME_LOCATION,CLEANED_HOME_LOCATION,NUMBER_OF_CONTRIBUTIONS,HELPFUL_VOTES,REVIEWER_UPDATED_TIME
https://www.tripadvisor.com.sg/Profile/garfield1996,garfield1996,"Da Nang, Vietnam",,382,66,2020-01-17 17:36:44.765886
https://www.tripadvisor.com.sg/Profile/FionaH252,FiH,"Gloucester, United Kingdom",,239,84,2020-01-17 17:36:45.103822
https://www.tripadvisor.com.sg/Profile/1Joybelle,1Joybelle,"Melbourne, Australia",,238,38,2020-01-17 17:36:45.420394
https://www.tripadvisor.com.sg/Profile/DPMMumbai,Durga M,"Dubai, United Arab Emirates",,968,137,2020-01-17 17:36:45.764059
https://www.tripadvisor.com.sg/Profile/Orbravamia,Orbravamia,,,39,5,2020-01-17 17:36:46.132959
https://www.tripadvisor.com.sg/Profile/claremL9545IT,Clare Harford,,,7,,2020-01-17 17:36:49.115846
https://www.tripadvisor.com.sg/Profile/I5900VNanthonyw,Anthony W,"Hong Kong, China",,28,1,2020-01-17 17:36:49.433144
https://www.tripadvisor.com.sg/Profile/charlotteb958,Charlotte B,"Oxfordshire, United Kingdom",,218,44,2020-01-17 17:36:49.758545
https://www.tripadvisor.com.sg/Profile/schmidtmg,schmidtmg,Switzerland,,869,363,2020-01-17 17:36:50.118689
https://www.tripadvisor.com.sg/Profile/Regina302,Regina302,"Bandung, Indonesia1,",,433,82,2020-01-17 17:36:50.416380
https://www.tripadvisor.com.sg/Profile/diinslc,diinslc,"North Salt Lake, Utah",,538,273,2020-01-17 17:36:53.335933
https://www.tripadvisor.com.sg/Profile/AirFuss,AirFuss,"Singapore, Singapore",,673,13,2020-01-17 17:36:53.672447
https://www.tripadvisor.com.sg/Profile/IanK2174,Ian K,,,7,1,2020-01-17 17:36:53.976983
https://www.tripadvisor.com.sg/Profile/danae_mily,danae_mily,"Athens, Greece1,",,402,911,2020-01-17 17:36:54.337209
https://www.tripadvisor.com.sg/Profile/minnesotans4,minnesotans4,"Saint Paul, Minnesota2,",,459,874,2020-01-17 17:36:54.776911
https://www.tripadvisor.com.sg/Profile/Kevin_Mumbai,Kevin_Mumbai,"Navi Mumbai, India",,215,44,2020-01-17 17:36:57.666030
https://www.tripadvisor.com.sg/Profile/richardhayes2,richardhayes2,"Bodmin, United Kingdom",,16,8,2020-01-17 17:36:58.027954
https://www.tripadvisor.com.sg/Profile/sdsimmons1,sdsimmons1,"Sarasota, Florida",,68,11,2020-01-17 17:36:58.377623
https://www.tripadvisor.com.sg/Profile/JoeGoGoGo,JoeGoGoGo,"Rufford, United Kingdom",,65,18,2020-01-17 17:36:58.687603
https://www.tripadvisor.com.sg/Profile/paulchickensoup,Mr Chan,"Macau, China",,13,,2020-01-17 17:36:58.999211
