REVIEWER_URL,REVIEWER_NAME,RAW_HOME_LOCATION,CLEANED_HOME_LOCATION,NUMBER_OF_CONTRIBUTIONS,HELPFUL_VOTES,REVIEWER_UPDATED_TIME
https://www.tripadvisor.com.sg/Profile/CameronR1963,CameronR1963,"
Wodonga, Australia",,16,2,2020-01-30 14:11:53.736920
https://www.tripadvisor.com.sg/Profile/BAJAJ77,BAJAJ77,"
Bangkok, Thailand",,158,43,2020-01-30 14:11:54.100620
https://www.tripadvisor.com.sg/Profile/hahabye,hahabye,"
Orlando, Fl",,177,49,2020-01-30 14:11:54.447355
https://www.tripadvisor.com.sg/Profile/Joy_Sinha,Joy_Sinha,"
Kolkata (Calcutta), India",,609,452,2020-01-30 14:11:54.855538
https://www.tripadvisor.com.sg/Profile/GDay1044,GDay1044,"
Durban, South Africa",,910,295,2020-01-30 14:11:55.251104
https://www.tripadvisor.com.sg/Profile/dmonchaud,dmonchaud,,,56,7,2020-01-30 14:11:55.605574
https://www.tripadvisor.com.sg/Profile/Woodychester1,Woodychester1,"
Birkenhead, United Kingdom",,656,602,2020-01-30 14:11:56.141452
https://www.tripadvisor.com.sg/Profile/MadsDK,MadsDK,"
Odense, Denmark",,614,146,2020-01-30 14:11:56.467224
https://www.tripadvisor.com.sg/Profile/821adrianyong,821adrianyong,"
Singapore, Singapore",,144,26,2020-01-30 14:11:56.827568
https://www.tripadvisor.com.sg/Profile/PushExplore,PushExplore,"
Guangzhou, China",,2329,6388,2020-01-30 14:11:57.187487
https://www.tripadvisor.com.sg/Profile/martynr164,martynr164,"
Phichit, Thailand",,99,73,2020-01-30 14:12:03.011958
https://www.tripadvisor.com.sg/Profile/AsisBandyopadhyay,AsisBandyopadhyay,"
Kolkata (Calcutta), India",,371,201,2020-01-30 14:12:03.417273
https://www.tripadvisor.com.sg/Profile/vipi0017,vipi0017,"
New Delhi, National Capital Territory of Delhi, India",,628,117,2020-01-30 14:12:03.765166
https://www.tripadvisor.com.sg/Profile/rohanpillai1,rohanpillai1,"
Raleigh, North Carolina",,333,202,2020-01-30 14:12:04.135400
https://www.tripadvisor.com.sg/Profile/Anupam18,Anupam18,"
Mumbai, India",,174,92,2020-01-30 14:12:04.508511
https://www.tripadvisor.com.sg/Profile/Suprio2012,Suprio2012,"
Navi Mumbai, India",,209,51,2020-01-30 14:12:04.874348
https://www.tripadvisor.com.sg/Profile/Fee70,Fee70,"
Sydney, Australia",,369,150,2020-01-30 14:12:05.242010
https://www.tripadvisor.com.sg/Profile/abutaiyab,abutaiyab,"
Dhaka City, Bangladesh",,469,241,2020-01-30 14:12:05.600965
https://www.tripadvisor.com.sg/Profile/tracycV6834NZ,tracycV6834NZ,"
Christchurch, New Zealand",,26,8,2020-01-30 14:12:05.965559
https://www.tripadvisor.com.sg/Profile/mosesmisfah,mosesmisfah,"
Singapore, Singapore",,13,2,2020-01-30 14:12:06.317442
https://www.tripadvisor.com.sg/Profile/meaneyanne,meaneyanne,"
Melbourne, Australia",,15,1,2020-01-30 14:12:12.040400
https://www.tripadvisor.com.sg/Profile/raymondb143,raymondb143,"
Bucharest, Romania",,13,21,2020-01-30 14:12:12.360266
https://www.tripadvisor.com.sg/Profile/AnitaK22,AnitaK22,"
Singapore, Singapore",,122,35,2020-01-30 14:12:12.749271
https://www.tripadvisor.com.sg/Profile/John B,John B,"
Watford, United Kingdom",,266,74,2020-01-30 14:12:13.108714
https://www.tripadvisor.com.sg/Profile/JJC159,JJC159,"
Greece",,132,49,2020-01-30 14:12:13.420430
https://www.tripadvisor.com.sg/Profile/BhawaniPathania,BhawaniPathania,"
Mumbai, India",,1105,835,2020-01-30 14:12:13.785790
https://www.tripadvisor.com.sg/Profile/nellielim,nellielim,"
Kuala Lumpur, Malaysia",,3816,1431,2020-01-30 14:12:14.146758
https://www.tripadvisor.com.sg/Profile/KhaledA48,KhaledA48,"
Abu Dhabi, United Arab Emirates",,262,75,2020-01-30 14:12:14.490937
https://www.tripadvisor.com.sg/Profile/champagnesupern0va,champagnesupern0va,"
Singapore, Singapore",,27,27,2020-01-30 14:12:14.864619
https://www.tripadvisor.com.sg/Profile/arunkumard2014,arunkumard2014,"
Stanwell, United Kingdom",,101,9,2020-01-30 14:12:15.261005
https://www.tripadvisor.com.sg/Profile/EaglevisionLowe,EaglevisionLowe,"
Singapore, Singapore",,224,21,2020-01-30 14:12:21.058606
https://www.tripadvisor.com.sg/Profile/Terry Q,Terry Q,"
North Fremantle, Australia",,200,43,2020-01-30 14:12:21.442378
https://www.tripadvisor.com.sg/Profile/siamwanderer,siamwanderer,"
Bangkok",,323,110,2020-01-30 14:12:21.812212
https://www.tripadvisor.com.sg/Profile/NicholasMarlow,NicholasMarlow,"
Hong Kong, China",,287,51,2020-01-30 14:12:22.162208
