REVIEWER_URL,REVIEWER_NAME,RAW_HOME_LOCATION,CLEANED_HOME_LOCATION,NUMBER_OF_CONTRIBUTIONS,HELPFUL_VOTES,REVIEWER_UPDATED_TIME
https://www.tripadvisor.com.sg/Profile/WattyDJ,WattyDJ,"
Mackay Region, Australia",,7,2,2020-01-30 13:59:02.107871
https://www.tripadvisor.com.sg/Profile/FarihaKausar,FarihaKausar,"
Dubai, United Arab Emirates",,27,5,2020-01-30 13:59:02.476465
https://www.tripadvisor.com.sg/Profile/SydneyTimetraveller,SydneyTimetraveller,"
Sydney",,34,31,2020-01-30 13:59:02.822567
https://www.tripadvisor.com.sg/Profile/Joolsjm1,Joolsjm1,"
Singapore, Singapore",,7,,2020-01-30 13:59:03.176095
https://www.tripadvisor.com.sg/Profile/minoalex9,minoalex9,,,2,,2020-01-30 13:59:03.443404
https://www.tripadvisor.com.sg/Profile/adventureswithjen,adventureswithjen,"
Sydney, Australia",,6,1,2020-01-30 13:59:03.839184
https://www.tripadvisor.com.sg/Profile/rowenabaker,rowenabaker,"
Kuala Lumpur, Malaysia",,116,40,2020-01-30 13:59:04.185211
https://www.tripadvisor.com.sg/Profile/SwissSue30,SwissSue30,,,3,1,2020-01-30 13:59:04.506133
https://www.tripadvisor.com.sg/Profile/Chris H,Chris H,"
Hertfordshire, United Kingdom",,195,37,2020-01-30 13:59:04.814166
https://www.tripadvisor.com.sg/Profile/Big_Bear170,Big_Bear170,"
London, United Kingdom",,5,5,2020-01-30 13:59:05.162079
https://www.tripadvisor.com.sg/Profile/Aigritlez,Aigritlez,"
Getxo, Spain",,90,19,2020-01-30 13:59:11.049612
https://www.tripadvisor.com.sg/Profile/M_21KC,M_21KC,"
Singapore, Singapore",,131,20,2020-01-30 13:59:11.418862
https://www.tripadvisor.com.sg/Profile/Deiton,Deiton,"
Singapore, Singapore",,5,1,2020-01-30 13:59:11.790717
https://www.tripadvisor.com.sg/Profile/EfratA59,EfratA59,,,5,1,2020-01-30 13:59:12.111241
https://www.tripadvisor.com.sg/Profile/713claired,713claired,"
Adelaide, Australia",,37,11,2020-01-30 13:59:12.464032
https://www.tripadvisor.com.sg/Profile/DP_StL,DP_StL,"
Saint Louis, Missouri",,25,8,2020-01-30 13:59:12.844802
https://www.tripadvisor.com.sg/Profile/LamN_12,LamN_12,"
Singapore, Singapore",,1805,1694,2020-01-30 13:59:13.229603
https://www.tripadvisor.com.sg/Profile/FamilyTravelers636,FamilyTravelers636,"
Okinawa Prefecture, Japan",,21,7,2020-01-30 13:59:13.610282
https://www.tripadvisor.com.sg/Profile/ivonnekristi,ivonnekristi,,,9,,2020-01-30 13:59:13.954729
