REVIEWER_URL,REVIEWER_NAME,RAW_HOME_LOCATION,CLEANED_HOME_LOCATION,NUMBER_OF_CONTRIBUTIONS,HELPFUL_VOTES,REVIEWER_UPDATED_TIME
https://www.tripadvisor.com.sg/Profile/ecah a,ecah a,"
Petaling Jaya, Malaysia",,34,7,2020-01-30 10:31:48.394625
https://www.tripadvisor.com.sg/Profile/weikurk,weikurk,"
Singapore, Singapore",,167,37,2020-01-30 10:31:48.767754
https://www.tripadvisor.com.sg/Profile/saurabhd338,saurabhd338,,,7,1,2020-01-30 10:31:49.117599
https://www.tripadvisor.com.sg/Profile/hiiong888,hiiong888,"
Singapore, Singapore",,300,120,2020-01-30 10:31:49.438543
https://www.tripadvisor.com.sg/Profile/Denzil T,Denzil T,,,16,1,2020-01-30 10:31:49.823257
https://www.tripadvisor.com.sg/Profile/Dawitango,Dawitango,"
Addis Ababa, Ethiopia",,10,2,2020-01-30 10:31:50.201011
https://www.tripadvisor.com.sg/Profile/Caroline F,Caroline F,"
Geneva, Switzerland",,137,41,2020-01-30 10:31:50.586580
https://www.tripadvisor.com.sg/Profile/Isaacsimidaiji,Isaacsimidaiji,,,3,1,2020-01-30 10:31:50.960348
https://www.tripadvisor.com.sg/Profile/KJO74,KJO74,,,162,105,2020-01-30 10:31:51.315767
https://www.tripadvisor.com.sg/Profile/TifKoh,TifKoh,,,203,78,2020-01-30 10:31:51.718587
https://www.tripadvisor.com.sg/Profile/binaq2017,binaq2017,"
Singapore, Singapore",,23,6,2020-01-30 10:31:57.564444
https://www.tripadvisor.com.sg/Profile/mcjools,mcjools,"
Muscat, Oman",,86,81,2020-01-30 10:31:57.917954
https://www.tripadvisor.com.sg/Profile/nicholasw729,nicholasw729,"
Singapore, Singapore",,14,1,2020-01-30 10:31:58.309936
https://www.tripadvisor.com.sg/Profile/Porkfloss,Porkfloss,"
Singapore, Singapore",,61,26,2020-01-30 10:31:58.681146
https://www.tripadvisor.com.sg/Profile/chetan g,chetan g,"
Bengaluru, India",,41,28,2020-01-30 10:31:59.059781
https://www.tripadvisor.com.sg/Profile/JulieVerena,JulieVerena,"
KL",,41,13,2020-01-30 10:31:59.406402
https://www.tripadvisor.com.sg/Profile/marcus192021,marcus192021,,,12,2,2020-01-30 10:31:59.752953
https://www.tripadvisor.com.sg/Profile/Journey02289519390,Journey02289519390,,,3,1,2020-01-30 10:32:00.109843
https://www.tripadvisor.com.sg/Profile/alxelol,alxelol,"
Singapore, Singapore",,78,16,2020-01-30 10:32:00.466710
https://www.tripadvisor.com.sg/Profile/Helen H,Helen H,"
Singapore, Singapore",,36,,2020-01-30 10:32:00.790478
https://www.tripadvisor.com.sg/Profile/m0na2002,m0na2002,"
New Delhi, India",,7,2,2020-01-30 10:32:06.575962
https://www.tripadvisor.com.sg/Profile/soleeyaya,soleeyaya,,,9,5,2020-01-30 10:32:06.929320
https://www.tripadvisor.com.sg/Profile/Soko37,Soko37,"
China",,531,82,2020-01-30 10:32:07.258690
https://www.tripadvisor.com.sg/Profile/Paradise795648,Paradise795648,"
Singapore, Singapore",,58,10,2020-01-30 10:32:07.692596
https://www.tripadvisor.com.sg/Profile/Adrienne Y,Adrienne Y,,,3,2,2020-01-30 10:32:08.099153
https://www.tripadvisor.com.sg/Profile/sophixa,sophixa,,,4,1,2020-01-30 10:32:08.455182
https://www.tripadvisor.com.sg/Profile/Sunshine610292,Sunshine610292,"
Brisbane, Australia",,20,6,2020-01-30 10:32:08.850446
https://www.tripadvisor.com.sg/Profile/ptd16,ptd16,"
Perth, Australia",,28,9,2020-01-30 10:32:09.222919
https://www.tripadvisor.com.sg/Profile/Advisor_Miro,Advisor_Miro,"
Bangkok, Thailand",,357,89,2020-01-30 10:32:09.638303
https://www.tripadvisor.com.sg/Profile/linalynn,linalynn,,,21,7,2020-01-30 10:32:10.010757
https://www.tripadvisor.com.sg/Profile/Robtane,Robtane,"
Stockholm, Sweden",,364,76,2020-01-30 10:32:15.949910
https://www.tripadvisor.com.sg/Profile/VijayanandV,VijayanandV,"
Chennai (Madras), India",,11,4,2020-01-30 10:32:16.337554
https://www.tripadvisor.com.sg/Profile/nicholasy814,nicholasy814,,,125,31,2020-01-30 10:32:16.718856
https://www.tripadvisor.com.sg/Profile/Chris S,Chris S,"
Kuala Lumpur, Malaysia",,18,2,2020-01-30 10:32:17.088689
https://www.tripadvisor.com.sg/Profile/wailengl2018,wailengl2018,,,4,7,2020-01-30 10:32:17.459853
https://www.tripadvisor.com.sg/Profile/718janen,718janen,"
Singapore, Singapore",,3,5,2020-01-30 10:32:17.843148
https://www.tripadvisor.com.sg/Profile/MatthewF2948,MatthewF2948,,,27,1,2020-01-30 10:32:18.223991
https://www.tripadvisor.com.sg/Profile/Vikastulsyan,Vikastulsyan,"
Kolkata (Calcutta), India",,37,15,2020-01-30 10:32:18.585247
https://www.tripadvisor.com.sg/Profile/katea507,katea507,,,30,9,2020-01-30 10:32:18.930359
https://www.tripadvisor.com.sg/Profile/Sinag,Sinag,"
Kuala Lumpur, Malaysia",,444,181,2020-01-30 10:32:19.338429
https://www.tripadvisor.com.sg/Profile/Tour15454459306,Tour15454459306,,,1,,2020-01-30 10:32:25.163131
https://www.tripadvisor.com.sg/Profile/jinchoonl,jinchoonl,"
Singapore, Singapore",,63,6,2020-01-30 10:32:25.566870
https://www.tripadvisor.com.sg/Profile/Daniel L,Daniel L,,,21,2,2020-01-30 10:32:25.947022
https://www.tripadvisor.com.sg/Profile/nattyo370,nattyo370,"
Ngaglik, Indonesia",,15,,2020-01-30 10:32:26.290570
https://www.tripadvisor.com.sg/Profile/306bvt,306bvt,,,111,19,2020-01-30 10:32:26.664414
https://www.tripadvisor.com.sg/Profile/csb103,csb103,"
Wonthaggi, Australia",,41,12,2020-01-30 10:32:27.030740
https://www.tripadvisor.com.sg/Profile/mehreen_sk,mehreen_sk,"
Singapore, Singapore",,1,1,2020-01-30 10:32:27.411538
https://www.tripadvisor.com.sg/Profile/ymunkuthy,ymunkuthy,,,3,3,2020-01-30 10:32:27.781199
https://www.tripadvisor.com.sg/Profile/EdwardLiew128,EdwardLiew128,"
Kuala Lumpur, Malaysia",,60,9,2020-01-30 10:32:28.128649
https://www.tripadvisor.com.sg/Profile/kfbehdin,kfbehdin,"
Tehran, Iran",,110,72,2020-01-30 10:32:28.482995
https://www.tripadvisor.com.sg/Profile/Kittycutie t,Kittycutie t,,,22,1,2020-01-30 10:32:34.283063
https://www.tripadvisor.com.sg/Profile/592elizabethu,592elizabethu,"
Blackmans Bay, Australia",,10,3,2020-01-30 10:32:34.683312
https://www.tripadvisor.com.sg/Profile/AsiaMorgan,AsiaMorgan,"
Singapore, Singapore",,349,230,2020-01-30 10:32:35.087478
